RevenueID,DepartmentID,RevenueDate,RevenueCategory,Amount
501,5,2024-12-06,Product Sales,4013.39
502,4,2023-05-27,Commission,4910.76
503,3,2024-08-25,Product Sales,1487.52
504,4,2023-07-24,Consulting,4230.93
505,2,2024-09-05,Consulting,2404.79
506,1,2024-06-15,Product Sales,2093.48
507,4,2023-11-17,Commission,2929.56
508,4,2024-04-05,Subscription,1336.65
509,3,2023-08-27,Subscription,2788.62
510,2,2024-08-07,Subscription,1293.36
511,5,2023-12-17,Commission,1875.59
512,4,2024-08-02,Product Sales,4294.22
513,4,2024-08-12,Consulting,4790.32
514,1,2023-10-27,Other,4173.31
515,1,2024-03-30,Other,2995.79
516,2,2023-01-02,Consulting,550.36
517,1,2023-02-25,Commission,809.35
518,3,2023-10-23,Product Sales,3813.06
519,5,2024-03-26,Product Sales,4244.44
520,1,2023-06-12,Consulting,2862.73
521,5,2024-04-24,Commission,3298.87
522,2,2024-04-24,Subscription,3450.1
523,1,2023-08-11,Other,2922.56
524,3,2024-05-24,Subscription,2831.27
525,4,2023-01-10,Commission,3514.59
526,5,2023-02-06,Other,1460.69
527,5,2024-12-18,Commission,1955.77
528,5,2024-05-20,Commission,487.91
529,2,2024-05-13,Other,633.41
530,1,2024-04-01,Other,4996.77
531,4,2024-01-24,Commission,4043.94
532,1,2023-03-05,Subscription,3362.02
533,3,2023-07-09,Consulting,2194.42
534,5,2023-11-20,Consulting,1220.14
535,1,2023-02-09,Subscription,1076.31
536,4,2023-03-14,Other,3233.87
537,1,2023-09-21,Consulting,2140.91
538,3,2023-05-11,Consulting,2912.09
539,3,2023-12-24,Commission,260.8
540,4,2024-09-02,Consulting,4095.66
541,1,2024-11-09,Subscription,3866.18
542,3,2024-05-12,Subscription,4597.81
543,1,2023-04-14,Product Sales,307.81
544,4,2023-08-09,Other,1035.04
545,5,2023-09-24,Other,4365.2
546,5,2024-06-15,Other,1555.48
547,3,2024-10-14,Subscription,2939.05
548,5,2023-06-27,Product Sales,2640.37
549,5,2023-06-10,Commission,3992.23
550,2,2023-09-22,Other,4817.23
551,4,2024-10-09,Consulting,3738.11
552,2,2024-08-12,Consulting,2452.07
553,5,2024-05-10,Consulting,490.62
554,5,2024-11-25,Subscription,1472.5
555,1,2024-05-13,Subscription,2794.44
556,1,2024-08-25,Consulting,878.18
557,2,2023-11-21,Consulting,1536.83
558,4,2024-07-27,Commission,643.18
559,2,2023-03-30,Product Sales,3944.13
560,4,2023-01-25,Consulting,180.07
561,1,2024-06-13,Subscription,2483.74
562,3,2023-01-26,Other,941.41
563,2,2023-12-21,Consulting,974.66
564,3,2024-06-29,Other,1732.07
565,4,2023-08-21,Commission,3956.62
566,5,2024-07-05,Product Sales,2228.51
567,2,2024-10-30,Product Sales,2480.98
568,5,2024-01-28,Subscription,3330.95
569,4,2023-10-02,Commission,3018.63
570,1,2023-03-18,Subscription,1005.71
571,2,2023-06-14,Product Sales,4149.5
572,5,2024-11-12,Product Sales,364.77
573,2,2023-12-21,Product Sales,4450.01
574,4,2024-05-05,Consulting,4618.32
575,4,2023-10-09,Product Sales,4698.46
576,3,2024-06-01,Consulting,301.5
577,4,2023-10-17,Consulting,2738.8
578,4,2024-02-29,Consulting,451.96
579,2,2023-03-08,Consulting,4649.03
580,2,2023-04-05,Other,114.09
581,2,2024-06-04,Commission,2934.72
582,4,2023-05-24,Other,2098.79
583,3,2023-07-21,Other,1782.25
584,2,2023-08-14,Consulting,1137.71
585,1,2024-09-27,Consulting,1186.63
586,5,2023-08-11,Subscription,4422.18
587,4,2024-08-08,Consulting,2814.87
588,2,2024-09-18,Consulting,2801.05
589,4,2023-09-22,Subscription,1798.88
590,3,2023-06-14,Other,4454.87
591,2,2024-12-05,Product Sales,2969.08
592,3,2024-02-20,Commission,3708.58
593,2,2024-08-29,Commission,3270.35
594,3,2023-12-21,Consulting,4123.37
595,4,2024-01-23,Other,772.17
596,4,2024-10-16,Product Sales,4710.81
597,5,2023-07-14,Consulting,2020.58
598,1,2024-06-25,Other,3809.75
599,5,2023-07-12,Subscription,340.54
600,5,2024-10-03,Commission,2314.29
601,3,2023-01-02,Subscription,1872.33
602,4,2023-10-30,Other,3641.21
603,2,2024-12-13,Product Sales,561.77
604,2,2023-11-07,Product Sales,2738.64
605,5,2024-01-13,Commission,666.94
606,3,2024-02-02,Other,1533.46
607,2,2024-08-05,Other,1351.72
608,2,2023-09-04,Commission,3970.84
609,3,2024-08-21,Product Sales,2583.59
610,5,2024-05-30,Consulting,4516.69
611,3,2023-03-07,Subscription,706.39
612,1,2023-03-12,Consulting,4208.84
613,3,2024-10-20,Other,4407.25
614,1,2024-08-06,Product Sales,2054.37
615,5,2023-02-08,Other,1307.57
616,2,2023-08-13,Product Sales,2270.47
617,4,2024-02-16,Other,4304.84
618,4,2023-05-19,Commission,1964.82
619,5,2024-06-11,Subscription,4095.38
620,2,2023-11-08,Product Sales,393.94
621,3,2024-12-30,Product Sales,4271.14
622,1,2024-09-16,Other,2016.37
623,5,2024-11-08,Commission,1462.45
624,5,2023-07-06,Consulting,3156.41
625,3,2024-10-29,Subscription,2976.94
626,3,2024-10-03,Subscription,730.23
627,2,2023-10-30,Subscription,920.91
628,2,2024-11-02,Product Sales,4071.51
629,3,2023-09-06,Consulting,3211.57
630,1,2023-03-24,Subscription,1421.68
631,3,2023-01-26,Subscription,2921.09
632,4,2024-06-13,Other,2737.78
633,1,2023-08-09,Commission,1762.57
634,5,2023-01-28,Subscription,3326.84
635,5,2023-12-29,Commission,212.83
636,4,2023-03-26,Other,1888.65
637,5,2023-12-27,Product Sales,3680.13
638,4,2024-10-24,Commission,214.63
639,5,2024-10-07,Other,3639.82
640,1,2023-08-16,Consulting,4744.95
641,4,2023-10-12,Commission,4716.46
642,2,2023-06-30,Subscription,1484.65
643,4,2024-09-24,Other,1124.11
644,4,2023-09-10,Commission,2975.9
645,3,2023-12-27,Product Sales,2806.76
646,4,2024-08-16,Commission,289.85
647,1,2024-05-31,Product Sales,845.9
648,2,2024-09-24,Commission,3779.7
649,4,2023-08-02,Product Sales,4200.84
650,3,2024-02-27,Commission,4513.73
651,1,2023-04-02,Consulting,1409.17
652,5,2024-12-25,Other,4562.78
653,1,2023-06-12,Consulting,4820.31
654,2,2024-12-26,Commission,732.43
655,2,2024-06-05,Product Sales,3851.89
656,1,2023-12-29,Product Sales,167.18
657,1,2023-06-29,Subscription,607.05
658,5,2023-06-16,Consulting,1472.82
659,4,2023-11-08,Subscription,3521.59
660,2,2024-03-16,Subscription,2336.48
661,1,2023-03-06,Subscription,1298.91
662,2,2023-12-05,Product Sales,150.42
663,3,2024-09-28,Subscription,4530.92
664,3,2023-08-28,Commission,140.2
665,1,2023-09-13,Consulting,3498.23
666,3,2024-01-19,Commission,2211.54
667,3,2023-09-15,Subscription,1154.01
668,3,2024-05-04,Product Sales,2815.98
669,4,2023-12-10,Subscription,2722.41
670,3,2024-07-12,Subscription,3445.81
671,2,2023-12-06,Commission,3264.89
672,3,2023-10-09,Product Sales,4744.99
673,4,2024-01-13,Other,4982.88
674,5,2024-05-29,Commission,3451.3
675,2,2024-04-05,Other,4654.93
676,1,2023-09-10,Commission,4791.42
677,5,2024-06-05,Subscription,4763.3
678,1,2023-05-22,Commission,255.14
679,3,2023-10-22,Product Sales,4912.83
680,3,2023-01-27,Product Sales,1980.06
681,5,2023-12-23,Subscription,1308.85
682,2,2024-04-04,Consulting,914.2
683,5,2023-01-16,Commission,1838.49
684,4,2023-05-06,Other,2148.85
685,5,2023-11-15,Consulting,933.65
686,1,2024-07-20,Subscription,2857.16
687,5,2024-01-02,Commission,4520.86
688,5,2024-04-30,Other,2483.57
689,2,2023-01-27,Product Sales,4402.66
690,3,2024-10-11,Subscription,1481.46
691,4,2023-05-17,Commission,438.14
692,1,2023-09-01,Consulting,2230.27
693,1,2024-01-19,Commission,4571.52
694,1,2024-10-12,Commission,3410.83
695,4,2024-05-30,Commission,3586.9
696,4,2024-04-11,Consulting,3205.8
697,4,2024-09-27,Subscription,2567.44
698,4,2024-02-29,Commission,1267.17
699,2,2023-06-29,Product Sales,1821.89
700,1,2024-05-21,Subscription,2750.6
701,1,2023-01-31,Commission,1206.63
702,3,2023-01-04,Consulting,383.25
703,1,2024-06-15,Other,4717.49
704,2,2023-08-02,Consulting,2598.05
705,1,2024-01-21,Product Sales,2682.99
706,3,2024-03-30,Commission,746.89
707,5,2024-06-01,Product Sales,3502.83
708,5,2024-10-16,Subscription,4633.5
709,1,2023-11-19,Consulting,694.02
710,4,2023-09-22,Consulting,2549.01
711,3,2024-10-31,Subscription,3953.93
712,5,2023-11-05,Subscription,3245.61
713,2,2023-03-08,Consulting,880.07
714,1,2023-02-11,Other,3032.94
715,5,2023-10-03,Other,3815.49
716,5,2024-08-08,Subscription,4170.55
717,4,2023-09-03,Other,2559.32
718,5,2024-08-07,Product Sales,2708.46
719,5,2023-12-02,Subscription,606.34
720,5,2024-08-19,Other,4800.96
721,4,2024-02-08,Consulting,3748.18
722,2,2023-06-12,Consulting,187.63
723,1,2023-01-14,Commission,518.9
724,3,2023-07-23,Commission,3516.81
725,5,2024-08-13,Commission,741.97
726,5,2024-03-20,Other,884.72
727,1,2024-10-18,Subscription,172.97
728,3,2023-04-15,Product Sales,3468.0
729,4,2023-08-18,Other,325.74
730,3,2024-05-31,Consulting,3083.47
731,3,2023-08-30,Product Sales,2060.63
732,2,2024-09-23,Subscription,3760.38
733,1,2023-03-26,Subscription,1537.3
734,2,2023-07-16,Subscription,223.92
735,5,2023-02-22,Product Sales,3653.81
736,1,2024-05-17,Product Sales,569.05
737,3,2024-10-08,Product Sales,4349.41
738,2,2023-05-18,Other,4757.6
739,4,2024-04-05,Subscription,225.07
740,2,2024-02-04,Consulting,4673.29
741,2,2023-01-22,Commission,4439.58
742,2,2024-10-15,Other,3207.62
743,2,2024-03-29,Subscription,2774.67
744,5,2024-10-06,Other,2089.84
745,3,2024-04-30,Product Sales,3586.8
746,5,2023-09-16,Consulting,3442.6
747,1,2024-10-28,Subscription,4620.62
748,4,2023-03-07,Product Sales,3865.33
749,1,2023-08-22,Other,4984.52
750,5,2023-01-15,Other,846.89
751,3,2024-07-31,Subscription,3967.14
752,2,2023-02-27,Commission,282.64
753,3,2024-03-15,Other,2965.46
754,3,2024-06-11,Product Sales,2526.19
755,2,2024-11-20,Product Sales,1737.52
756,3,2023-01-18,Other,3831.6
757,3,2023-09-26,Product Sales,911.89
758,4,2024-10-27,Consulting,4413.16
759,1,2023-07-22,Other,1943.7
760,3,2024-12-10,Consulting,3926.0
761,2,2023-05-08,Consulting,3469.85
762,5,2024-04-07,Product Sales,3086.73
763,2,2024-01-31,Subscription,2166.21
764,2,2024-03-19,Commission,2908.49
765,4,2024-02-21,Product Sales,3330.2
766,5,2023-03-02,Subscription,352.33
767,1,2023-05-22,Commission,2649.39
768,4,2024-08-13,Product Sales,338.88
769,4,2023-05-21,Commission,2348.54
770,3,2024-07-24,Commission,2666.91
771,3,2024-06-03,Product Sales,126.66
772,4,2023-07-04,Consulting,3311.71
773,2,2024-11-15,Other,3067.71
774,4,2023-01-26,Consulting,1083.72
775,5,2023-11-01,Product Sales,1458.37
776,4,2023-11-03,Commission,555.4
777,2,2024-01-31,Subscription,3487.08
778,1,2023-09-18,Product Sales,3745.25
779,3,2024-08-28,Consulting,1777.37
780,4,2024-01-25,Product Sales,2206.7
781,3,2024-02-15,Other,3490.94
782,5,2024-09-29,Commission,3713.86
783,2,2023-07-23,Other,1828.95
784,5,2024-05-06,Product Sales,790.08
785,4,2024-07-31,Product Sales,3356.51
786,2,2023-08-22,Product Sales,897.18
787,3,2023-06-26,Product Sales,3614.56
788,3,2024-06-16,Product Sales,3507.71
789,4,2023-07-20,Commission,1025.32
790,1,2023-01-18,Other,2458.21
791,5,2024-01-28,Product Sales,3944.8
792,4,2023-08-13,Other,4172.17
793,2,2023-02-21,Other,916.48
794,2,2023-04-06,Subscription,508.69
795,1,2024-03-13,Subscription,3061.78
796,4,2024-08-27,Consulting,1964.38
797,3,2023-12-22,Other,2319.48
798,3,2023-02-05,Subscription,3408.18
799,1,2023-08-26,Consulting,4045.66
800,4,2024-01-13,Product Sales,2972.62
801,1,2023-10-01,Consulting,1014.89
802,3,2024-11-17,Product Sales,3393.97
803,3,2024-06-10,Subscription,1421.18
804,1,2023-04-05,Commission,4577.26
805,2,2023-11-23,Other,3192.09
806,3,2024-05-09,Consulting,3483.98
807,5,2024-05-09,Commission,4740.35
808,4,2024-05-22,Subscription,4122.96
809,5,2023-02-23,Consulting,3952.81
810,5,2024-03-02,Product Sales,1479.81
811,4,2024-08-04,Consulting,1647.77
812,5,2023-05-15,Subscription,2017.67
813,3,2024-12-19,Subscription,1635.83
814,5,2024-07-03,Subscription,957.77
815,4,2023-02-14,Subscription,275.89
816,1,2023-02-13,Subscription,611.02
817,2,2024-11-14,Consulting,4053.03
818,4,2024-07-13,Product Sales,2596.95
819,2,2024-05-11,Product Sales,4809.31
820,2,2023-10-26,Other,898.94
821,5,2024-05-30,Commission,3052.03
822,3,2024-03-22,Commission,3069.74
823,1,2024-05-31,Commission,4546.64
824,3,2024-09-03,Subscription,1356.81
825,2,2024-01-17,Subscription,189.75
826,2,2024-06-04,Other,2112.27
827,5,2023-07-12,Other,2427.99
828,3,2024-07-04,Other,2816.51
829,4,2023-07-15,Consulting,544.08
830,4,2024-11-21,Consulting,284.02
831,5,2023-05-24,Consulting,4654.48
832,2,2023-01-02,Consulting,1848.82
833,5,2024-07-05,Product Sales,1953.77
834,2,2023-08-18,Product Sales,1577.23
835,4,2023-05-21,Commission,207.57
836,3,2024-05-26,Commission,3495.03
837,1,2023-07-31,Commission,4982.19
838,5,2024-04-29,Other,2830.98
839,1,2023-10-02,Consulting,1239.26
840,5,2023-09-01,Other,2795.83
841,3,2023-06-12,Product Sales,4189.15
842,3,2024-08-28,Product Sales,4825.89
843,5,2024-08-24,Product Sales,2197.49
844,5,2024-07-14,Other,4802.5
845,2,2023-11-04,Subscription,2721.19
846,5,2023-06-24,Consulting,3985.58
847,2,2023-01-12,Other,870.07
848,2,2023-01-27,Consulting,3092.66
849,5,2023-11-14,Other,2222.35
850,2,2023-07-20,Product Sales,647.38
851,3,2023-05-04,Consulting,2298.01
852,2,2024-05-19,Consulting,3915.77
853,4,2023-11-25,Product Sales,3497.15
854,2,2024-10-28,Subscription,816.52
855,4,2023-12-31,Consulting,937.82
856,3,2024-06-14,Commission,2194.0
857,5,2023-07-06,Consulting,1023.95
858,5,2024-05-27,Other,3329.35
859,3,2023-10-18,Consulting,4313.12
860,3,2024-10-11,Consulting,3292.0
861,4,2023-02-07,Product Sales,4115.46
862,4,2023-01-05,Product Sales,543.46
863,3,2024-05-20,Subscription,974.32
864,3,2024-10-28,Subscription,1130.29
865,5,2024-03-21,Other,4410.28
866,4,2023-06-30,Commission,4233.66
867,5,2024-09-07,Commission,2107.33
868,1,2024-02-24,Commission,385.67
869,3,2023-09-24,Consulting,4564.36
870,3,2024-03-27,Product Sales,4483.74
871,2,2024-02-07,Commission,4459.83
872,1,2024-10-21,Consulting,2142.13
873,2,2024-06-25,Subscription,3892.62
874,3,2023-11-28,Product Sales,2246.29
875,5,2023-09-12,Product Sales,431.28
876,2,2023-10-19,Subscription,3029.21
877,4,2023-04-05,Other,4876.63
878,1,2024-04-27,Commission,3054.79
879,1,2024-08-16,Commission,3701.74
880,2,2023-05-27,Consulting,1260.84
881,3,2024-09-14,Commission,3933.89
882,1,2023-07-02,Other,847.33
883,2,2024-05-03,Other,1278.02
884,3,2024-02-21,Product Sales,4323.58
885,4,2024-02-29,Product Sales,3644.66
886,4,2023-04-03,Other,4942.47
887,3,2023-05-20,Product Sales,3138.9
888,3,2023-11-12,Commission,494.79
889,1,2023-06-21,Product Sales,2961.97
890,2,2023-07-22,Commission,3117.66
891,1,2024-04-10,Product Sales,2259.85
892,3,2024-09-06,Commission,4796.02
893,4,2023-01-26,Subscription,1196.54
894,2,2023-01-02,Consulting,4370.8
895,1,2023-03-25,Other,3819.07
896,2,2023-09-02,Consulting,4239.66
897,1,2023-09-03,Product Sales,3228.7
898,5,2023-05-02,Product Sales,4288.1
899,5,2023-03-28,Commission,4331.73
900,2,2024-05-02,Consulting,2771.84
901,1,2023-01-24,Product Sales,574.28
902,2,2023-11-23,Subscription,4198.93
903,2,2023-11-06,Subscription,4186.4
904,4,2023-02-20,Product Sales,2085.88
905,1,2023-10-20,Consulting,4615.89
906,4,2024-03-04,Consulting,1018.81
907,2,2023-06-29,Consulting,2459.08
908,1,2024-11-30,Commission,2139.96
909,3,2024-10-11,Product Sales,824.55
910,3,2024-03-01,Other,2641.44
911,5,2023-08-01,Other,2381.56
912,2,2023-04-01,Other,1871.93
913,2,2024-02-13,Commission,480.91
914,1,2024-01-27,Commission,2363.76
915,3,2024-03-09,Other,3582.0
916,5,2024-11-23,Commission,1066.49
917,5,2023-01-16,Product Sales,1610.05
918,3,2024-07-28,Product Sales,103.72
919,1,2024-02-04,Consulting,2985.32
920,1,2023-03-15,Other,1464.23
921,1,2024-03-19,Other,1653.93
922,4,2024-03-18,Commission,3848.4
923,5,2024-03-22,Consulting,4601.13
924,2,2023-04-09,Consulting,3583.35
925,4,2024-09-16,Subscription,676.38
926,2,2023-03-15,Consulting,2780.43
927,5,2024-12-21,Other,1763.11
928,3,2023-01-08,Other,713.47
929,1,2024-03-09,Other,3128.88
930,1,2024-08-12,Consulting,2659.85
931,3,2023-06-27,Other,4932.45
932,3,2024-07-13,Other,1639.23
933,3,2024-05-12,Consulting,4988.75
934,4,2023-10-09,Consulting,700.72
935,5,2024-08-31,Product Sales,4929.5
936,1,2023-07-19,Other,4975.37
937,4,2023-05-30,Consulting,4097.73
938,4,2023-09-25,Consulting,3584.88
939,2,2023-05-18,Commission,1787.31
940,4,2024-03-17,Subscription,4142.17
941,1,2024-10-02,Subscription,2390.93
942,1,2024-10-30,Consulting,4482.16
943,5,2024-06-06,Product Sales,4996.26
944,1,2024-02-12,Subscription,4982.41
945,5,2024-04-13,Product Sales,2534.55
946,4,2024-06-19,Product Sales,547.04
947,1,2024-10-23,Subscription,426.54
948,2,2023-05-18,Commission,1940.9
949,3,2024-05-14,Subscription,1004.7
950,4,2023-04-01,Subscription,2687.18
951,3,2024-08-30,Consulting,4996.96
952,3,2024-09-15,Subscription,2309.9
953,1,2023-08-31,Subscription,2709.92
954,2,2024-10-12,Product Sales,2945.58
955,4,2024-12-10,Other,961.57
956,2,2023-12-27,Subscription,4623.33
957,4,2024-02-06,Consulting,3767.83
958,3,2024-04-19,Other,4010.95
959,1,2024-03-09,Product Sales,2910.93
960,2,2023-12-02,Subscription,2334.56
961,4,2024-05-18,Consulting,1180.18
962,4,2023-04-20,Subscription,4386.15
963,5,2024-08-16,Commission,3113.41
964,1,2024-12-10,Other,4624.45
965,3,2023-04-02,Consulting,4129.21
966,3,2023-08-02,Product Sales,2253.19
967,1,2023-07-16,Subscription,728.24
968,1,2023-09-15,Product Sales,3205.27
969,1,2023-03-17,Consulting,596.3
970,3,2024-08-19,Other,4108.94
971,1,2023-09-12,Subscription,4478.2
972,5,2024-11-04,Subscription,1868.63
973,1,2024-11-26,Other,1872.75
974,3,2023-03-02,Commission,3555.99
975,3,2023-05-29,Subscription,3332.27
976,3,2023-10-15,Subscription,3620.74
977,4,2023-07-25,Consulting,3830.22
978,1,2023-05-31,Product Sales,4919.58
979,5,2024-06-24,Other,339.9
980,5,2024-07-21,Product Sales,4381.7
981,5,2024-02-11,Subscription,4281.26
982,2,2024-02-17,Subscription,2084.97
983,1,2023-09-03,Commission,3548.11
984,5,2023-07-18,Other,4417.91
985,3,2023-01-27,Product Sales,1905.16
986,3,2024-12-13,Other,2391.85
987,2,2023-09-08,Subscription,1187.27
988,3,2023-03-17,Product Sales,350.63
989,4,2024-01-02,Other,2156.64
990,3,2023-12-15,Product Sales,538.52
991,4,2024-02-27,Subscription,1918.29
992,3,2024-01-18,Product Sales,3855.56
993,3,2024-04-26,Consulting,3549.88
994,2,2023-04-07,Consulting,3339.22
995,1,2023-06-14,Product Sales,4168.5
996,4,2024-06-01,Consulting,1374.99
997,3,2023-10-26,Consulting,315.56
998,1,2024-03-31,Subscription,589.83
999,3,2024-09-13,Subscription,2147.21
1000,1,2024-01-14,Product Sales,3630.24
